time_s,minute,door,V,alert,cooldown
12.5,0.20833333333333334,0,0.0,0,0
12.600000000000001,0.21000000000000002,0,0.0,0,0
12.700000000000001,0.2116666666666667,0,0.0,0,0
12.8,0.21333333333333335,0,0.0,0,0
12.9,0.215,0,0.0,0,0
13.0,0.21666666666666667,0,0.0,0,0
13.100000000000001,0.21833333333333335,0,0.0,0,0
13.200000000000001,0.22000000000000003,0,0.0,0,0
13.3,0.22166666666666668,0,0.0,0,0
13.4,0.22333333333333333,0,0.0,0,0
13.5,0.225,0,0.0,0,0
13.600000000000001,0.22666666666666668,0,0.0,0,0
13.700000000000001,0.22833333333333336,0,0.0,0,0
13.8,0.23,0,0.0,0,0
13.9,0.23166666666666666,0,0.0,0,0
14.0,0.23333333333333334,0,0.0,0,0
14.100000000000001,0.23500000000000001,0,0.0,0,0
14.200000000000001,0.2366666666666667,0,0.0,0,0
14.3,0.23833333333333334,0,0.0,0,0
14.4,0.24000000000000002,0,0.0,0,0
14.5,0.24166666666666667,0,0.0,0,0
14.600000000000001,0.24333333333333335,0,0.0,0,0
14.700000000000001,0.24500000000000002,0,0.0,0,0
14.8,0.24666666666666667,0,0.0,0,0
14.9,0.24833333333333335,0,0.0,0,0
15.0,0.25,0,0.0,0,0
15.100000000000001,0.2516666666666667,0,0.0,0,0
15.200000000000001,0.25333333333333335,0,0.0,0,0
15.3,0.255,0,0.0,0,0
15.4,0.25666666666666665,0,0.0,0,0
15.5,0.25833333333333336,0,0.0,0,0
15.600000000000001,0.26,0,0.0,0,0
15.700000000000001,0.26166666666666666,0,0.0,0,0
15.8,0.26333333333333336,0,0.0,0,0
15.9,0.265,0,0.0,0,0
16.0,0.26666666666666666,0,0.0,0,0
16.1,0.26833333333333337,0,0.0,0,0
16.2,0.26999999999999996,0,0.0,0,0
16.3,0.27166666666666667,0,0.0,0,0
16.400000000000002,0.2733333333333334,0,0.0,0,0
16.5,0.275,0,0.0,0,0
16.6,0.27666666666666667,0,0.0,0,0
16.7,0.2783333333333333,0,0.0,0,0
16.8,0.28,0,0.0,0,0
16.900000000000002,0.2816666666666667,0,0.0,0,0
17.0,0.2833333333333333,0,0.0,0,0
17.1,0.28500000000000003,0,0.0,0,0
17.2,0.2866666666666667,0,0.0,0,0
17.3,0.28833333333333333,0,0.0,0,0
17.400000000000002,0.29000000000000004,0,0.0,0,0
17.5,0.2916666666666667,0,0.0,0,0
17.6,0.29333333333333333,0,0.0,0,0
17.7,0.295,0,0.0,0,0
17.8,0.2966666666666667,0,0.0,0,0
17.900000000000002,0.2983333333333334,0,0.0,0,0
18.0,0.3,0,0.0,0,0
18.1,0.3016666666666667,0,0.0,0,0
18.2,0.30333333333333334,0,0.0,0,0
18.3,0.305,0,0.0,0,0
18.400000000000002,0.3066666666666667,0,0.0,0,0
18.5,0.30833333333333335,0,0.0,0,0
18.6,0.31,0,0.0,0,0
18.7,0.31166666666666665,0,0.0,0,0
18.8,0.31333333333333335,0,0.0,0,0
18.900000000000002,0.31500000000000006,0,0.0,0,0
19.0,0.31666666666666665,0,0.0,0,0
19.1,0.31833333333333336,0,0.0,0,0
19.200000000000003,0.32000000000000006,0,0.0,0,0
19.3,0.32166666666666666,0,0.0,0,0
19.400000000000002,0.32333333333333336,0,0.0,0,0
19.5,0.325,0,0.0,0,0
19.6,0.3266666666666667,0,0.0,0,0
19.700000000000003,0.32833333333333337,0,0.0,0,0
19.8,0.33,0,0.0,0,0
19.900000000000002,0.3316666666666667,0,0.0,0,0
20.0,0.3333333333333333,0,0.0,0,0
20.1,0.335,0,0.0,0,0
20.200000000000003,0.3366666666666667,0,0.0,0,0
20.3,0.3383333333333333,0,0.0,0,0
20.400000000000002,0.34,0,0.0,0,0
20.5,0.3416666666666667,0,0.0,0,0
20.6,0.3433333333333334,0,0.0,0,0
20.700000000000003,0.34500000000000003,0,0.0,0,0
20.8,0.3466666666666667,0,0.0,0,0
20.900000000000002,0.3483333333333334,0,0.0,0,0
21.0,0.35,0,0.0,0,0
21.1,0.3516666666666667,0,0.0,0,0
21.200000000000003,0.3533333333333334,0,0.0,0,0
21.3,0.35500000000000004,0,0.0,0,0
21.400000000000002,0.3566666666666667,0,0.0,0,0
21.5,0.35833333333333334,0,0.0,0,0
21.6,0.36000000000000004,0,0.0,0,0
21.700000000000003,0.3616666666666667,0,0.0,0,0
21.8,0.36333333333333334,0,0.0,0,0
21.900000000000002,0.36500000000000005,0,0.0,0,0
22.0,0.36666666666666664,0,0.0,0,0
22.1,0.36833333333333335,0,0.0,0,0
22.200000000000003,0.37000000000000005,0,0.0,0,0
22.3,0.3716666666666667,0,0.0,0,0
22.400000000000002,0.37333333333333335,0,0.0,0,0
22.5,0.375,0,0.0,0,0
22.6,0.3766666666666667,0,0.0,0,0
22.700000000000003,0.37833333333333335,0,0.0,0,0
22.8,0.38,0,0.0,0,0
22.900000000000002,0.3816666666666667,0,0.0,0,0
23.0,0.38333333333333336,0,0.0,0,0
23.1,0.385,0,0.0,0,0
23.200000000000003,0.3866666666666667,0,0.0,0,0
23.3,0.38833333333333336,0,0.0,0,0
23.400000000000002,0.39,0,0.0,0,0
23.5,0.39166666666666666,0,0.0,0,0
23.6,0.39333333333333337,0,0.0,0,0
23.700000000000003,0.3950000000000001,0,0.0,0,0
23.8,0.39666666666666667,0,0.0,0,0
23.900000000000002,0.3983333333333334,0,0.0,0,0
24.0,0.4,0,0.0,0,0
24.1,0.40166666666666667,0,0.0,0,0
24.200000000000003,0.4033333333333334,0,0.0,0,0
24.3,0.405,0,0.0,0,0
24.400000000000002,0.4066666666666667,0,0.0,0,0
24.5,0.4083333333333333,0,0.0,0,0
24.6,0.41000000000000003,0,0.0,0,0
24.700000000000003,0.41166666666666674,0,0.0,0,0
24.8,0.41333333333333333,0,0.0,0,0
24.900000000000002,0.41500000000000004,0,0.0,0,0
25.0,0.4166666666666667,0,0.0,0,0
25.1,0.41833333333333333,0,0.0,0,0
25.200000000000003,0.42000000000000004,0,0.0,0,0
25.3,0.4216666666666667,0,0.0,0,0
25.400000000000002,0.4233333333333334,0,0.0,0,0
25.5,0.425,0,0.0,0,0
25.6,0.4266666666666667,0,0.0,0,0
25.700000000000003,0.4283333333333334,0,0.0,0,0
25.8,0.43,0,0.0,0,0
25.900000000000002,0.4316666666666667,0,0.0,0,0
26.0,0.43333333333333335,0,0.0,0,0
26.1,0.435,0,0.0,0,0
26.200000000000003,0.4366666666666667,0,0.0,0,0
26.3,0.43833333333333335,0,0.0,0,0
26.400000000000002,0.44000000000000006,0,0.0,0,0
26.5,0.44166666666666665,0,0.0,0,0
26.6,0.44333333333333336,0,0.0,0,0
26.700000000000003,0.44500000000000006,0,0.0,0,0
26.8,0.44666666666666666,0,0.0,0,0
26.900000000000002,0.44833333333333336,0,0.0,0,0
27.0,0.45,0,0.0,0,0
27.1,0.4516666666666667,0,0.0,0,0
27.200000000000003,0.45333333333333337,0,0.0,0,0
27.3,0.455,0,0.0,0,0
27.400000000000002,0.4566666666666667,0,0.0,0,0
27.5,0.4583333333333333,0,0.0,0,0
27.6,0.46,0,0.0,0,0
27.700000000000003,0.4616666666666667,0,0.0,0,0
27.8,0.4633333333333333,0,0.0,0,0
27.900000000000002,0.465,0,0.0,0,0
28.0,0.4666666666666667,0,0.0,0,0
28.1,0.4683333333333334,0,0.0,0,0
28.200000000000003,0.47000000000000003,0,0.0,0,0
28.3,0.4716666666666667,0,0.0,0,0
28.400000000000002,0.4733333333333334,0,0.0,0,0
28.5,0.475,0,0.0,0,0
28.6,0.4766666666666667,0,0.0,0,0
28.700000000000003,0.4783333333333334,0,0.0,0,0
28.8,0.48000000000000004,0,0.0,0,0
28.900000000000002,0.4816666666666667,0,0.0,0,0
29.0,0.48333333333333334,0,0.0,0,0
29.1,0.48500000000000004,0,0.0,0,0
29.200000000000003,0.4866666666666667,0,0.0,0,0
29.3,0.48833333333333334,0,0.0,0,0
29.400000000000002,0.49000000000000005,0,0.0,0,0
29.5,0.49166666666666664,0,0.0,0,0
29.6,0.49333333333333335,0,0.0,0,0
29.700000000000003,0.49500000000000005,0,0.0,0,0
29.8,0.4966666666666667,0,0.0,0,0
29.900000000000002,0.49833333333333335,0,0.0,0,0
30.0,0.5,0,0.0,0,0
30.1,0.5016666666666667,0,0.0,0,0
30.200000000000003,0.5033333333333334,0,0.0,0,0
30.3,0.505,0,0.0,0,0
30.400000000000002,0.5066666666666667,0,0.0,0,0
30.5,0.5083333333333333,0,0.0,0,0
30.6,0.51,0,0.0,0,0
30.700000000000003,0.5116666666666667,0,0.0,0,0
30.8,0.5133333333333333,0,0.0,0,0
30.900000000000002,0.515,0,0.0,0,0
31.0,0.5166666666666667,0,0.0,0,0
31.1,0.5183333333333333,0,0.0,0,0
31.200000000000003,0.52,0,0.0,0,0
31.3,0.5216666666666667,0,0.0,0,0
31.400000000000002,0.5233333333333333,0,0.0,0,0
31.5,0.525,0,0.0,0,0
31.6,0.5266666666666667,0,0.0,0,0
31.700000000000003,0.5283333333333334,0,0.0,0,0
31.8,0.53,0,0.0,0,0
31.900000000000002,0.5316666666666667,0,0.0,0,0
32.0,0.5333333333333333,0,0.0,0,0
32.1,0.535,0,0.0,0,0
32.2,0.5366666666666667,0,0.0,0,0
32.300000000000004,0.5383333333333334,0,0.0,0,0
32.4,0.5399999999999999,0,0.0,0,0
32.5,0.5416666666666666,0,0.0,0,0
32.6,0.5433333333333333,0,0.0,0,0
32.7,0.545,0,0.0,0,0
32.800000000000004,0.5466666666666667,0,0.0,0,0
32.9,0.5483333333333333,0,0.0,0,0
33.0,0.55,0,0.0,0,0
33.1,0.5516666666666666,0,0.0,0,0
33.2,0.5533333333333333,0,0.0,0,0
33.300000000000004,0.555,0,0.0,0,0
33.4,0.5566666666666666,0,0.0,0,0
33.5,0.5583333333333333,0,0.0,0,0
33.6,0.56,0,0.0,0,0
33.7,0.5616666666666668,0,0.0,0,0
33.800000000000004,0.5633333333333334,0,0.0,0,0
33.9,0.565,0,0.0,0,0
34.0,0.5666666666666667,0,0.0,0,0
34.1,0.5683333333333334,0,0.0,0,0
34.2,0.5700000000000001,0,0.0,0,0
34.300000000000004,0.5716666666666668,0,0.0,0,0
34.4,0.5733333333333334,0,0.0,0,0
34.5,0.575,0,0.0,0,0
34.6,0.5766666666666667,0,0.0,0,0
34.7,0.5783333333333334,0,0.0,0,0
34.800000000000004,0.5800000000000001,0,0.0,0,0
34.9,0.5816666666666667,0,0.0,0,0
35.0,0.5833333333333334,0,0.0,0,0
35.1,0.5850000000000001,0,0.0,0,0
35.2,0.5866666666666667,0,0.0,0,0
35.300000000000004,0.5883333333333334,0,0.0,0,0
35.4,0.59,0,0.0,0,0
35.5,0.5916666666666667,0,0.0,0,0
35.6,0.5933333333333334,0,0.0,0,0
35.7,0.5950000000000001,0,0.0,0,0
35.800000000000004,0.5966666666666668,0,0.0,0,0
35.9,0.5983333333333333,0,0.0,0,0
36.0,0.6,0,0.0,0,0
36.1,0.6016666666666667,0,0.0,0,0
36.2,0.6033333333333334,0,0.0,0,0
36.300000000000004,0.6050000000000001,0,0.0,0,0
36.4,0.6066666666666667,0,0.0,0,0
36.5,0.6083333333333333,0,0.0,0,0
36.6,0.61,0,0.0,0,0
36.7,0.6116666666666667,0,0.0,0,0
36.800000000000004,0.6133333333333334,0,0.0,0,0
36.9,0.615,0,0.0,0,0
37.0,0.6166666666666667,0,0.0,0,0
37.1,0.6183333333333334,0,0.0,0,0
37.2,0.62,0,0.0,0,0
37.300000000000004,0.6216666666666667,0,0.0,0,0
37.4,0.6233333333333333,0,0.0,0,0
37.5,0.625,0,0.0,0,0
37.6,0.6266666666666667,0,0.0,0,0
37.7,0.6283333333333334,0,0.0,0,0
37.800000000000004,0.6300000000000001,0,0.0,0,0
37.9,0.6316666666666666,0,0.0,0,0
38.0,0.6333333333333333,0,0.0,0,0
38.1,0.635,0,0.0,0,0
38.2,0.6366666666666667,0,0.0,0,0
38.300000000000004,0.6383333333333334,0,0.0,0,0
38.400000000000006,0.6400000000000001,0,0.0,0,0
38.5,0.6416666666666667,0,0.0,0,0
38.6,0.6433333333333333,0,0.0,0,0
38.7,0.645,0,0.0,0,0
38.800000000000004,0.6466666666666667,0,0.0,0,0
38.900000000000006,0.6483333333333334,0,0.0,0,0
39.0,0.65,0,0.0,0,0
39.1,0.6516666666666667,0,0.0,0,0
39.2,0.6533333333333334,0,0.0,0,0
39.300000000000004,0.655,0,0.0,0,0
39.400000000000006,0.6566666666666667,0,0.0,0,0
39.5,0.6583333333333333,0,0.0,0,0
39.6,0.66,0,0.0,0,0
39.7,0.6616666666666667,0,0.0,0,0
39.800000000000004,0.6633333333333334,0,0.0,0,0
39.900000000000006,0.6650000000000001,0,0.0,0,0
40.0,0.6666666666666666,0,0.0,0,0
40.1,0.6683333333333333,0,0.0,0,0
40.2,0.67,0,0.0,0,0
40.300000000000004,0.6716666666666667,0,0.0,0,0
40.400000000000006,0.6733333333333335,0,0.0,0,0
40.5,0.675,0,0.0,0,0
40.6,0.6766666666666666,0,0.0,0,0
40.7,0.6783333333333333,0,0.0,0,0
40.800000000000004,0.68,0,0.0,0,0
40.900000000000006,0.6816666666666668,0,0.0,0,0
41.0,0.6833333333333333,0,0.0,0,0
41.1,0.685,0,0.0,0,0
41.2,0.6866666666666668,0,0.0,0,0
41.300000000000004,0.6883333333333334,0,0.0,0,0
41.400000000000006,0.6900000000000001,0,0.0,0,0
41.5,0.6916666666666667,0,0.0,0,0
41.6,0.6933333333333334,0,0.0,0,0
41.7,0.6950000000000001,0,0.0,0,0
41.800000000000004,0.6966666666666668,0,0.0,0,0
41.900000000000006,0.6983333333333335,0,0.0,0,0
42.0,0.7,0,0.0,0,0
42.1,0.7016666666666667,0,0.0,0,0
42.2,0.7033333333333334,0,0.0,0,0
42.300000000000004,0.7050000000000001,0,0.0,0,0
42.400000000000006,0.7066666666666668,0,0.0,0,0
42.5,0.7083333333333334,0,0.0,0,0
42.6,0.7100000000000001,0,0.0,0,0
42.7,0.7116666666666667,0,0.0,0,0
42.800000000000004,0.7133333333333334,0,0.0,0,0
42.900000000000006,0.7150000000000001,0,0.0,0,0
43.0,0.7166666666666667,0,0.0,0,0
43.1,0.7183333333333334,0,0.0,0,0
43.2,0.7200000000000001,0,0.0,0,0
43.300000000000004,0.7216666666666668,0,0.0,0,0
43.400000000000006,0.7233333333333334,0,0.0,0,0
43.5,0.725,0,0.0,0,0
43.6,0.7266666666666667,0,0.0,0,0
43.7,0.7283333333333334,0,0.0,0,0
43.800000000000004,0.7300000000000001,0,0.0,0,0
43.900000000000006,0.7316666666666668,0,0.0,0,0
44.0,0.7333333333333333,0,0.0,0,0
44.1,0.735,0,0.0,0,0
44.2,0.7366666666666667,0,0.0,0,0
44.300000000000004,0.7383333333333334,0,0.0,0,0
44.400000000000006,0.7400000000000001,0,0.0,0,0
44.5,0.7416666666666667,0,0.0,0,0
44.6,0.7433333333333334,0,0.0,0,0
44.7,0.745,0,0.0,0,0
44.800000000000004,0.7466666666666667,0,0.0,0,0
44.900000000000006,0.7483333333333334,0,0.0,0,0
45.0,0.75,0,0.0,0,0
45.1,0.7516666666666667,0,0.0,0,0
45.2,0.7533333333333334,0,0.0,0,0
45.300000000000004,0.7550000000000001,0,0.0,0,0
45.400000000000006,0.7566666666666667,0,0.0,0,0
45.5,0.7583333333333333,0,0.0,0,0
45.6,0.76,0,0.0,0,0
45.7,0.7616666666666667,0,0.0,0,0
45.800000000000004,0.7633333333333334,0,0.0,0,0
45.900000000000006,0.7650000000000001,0,0.0,0,0
46.0,0.7666666666666667,0,0.0,0,0
46.1,0.7683333333333333,0,0.0,0,0
46.2,0.77,0,0.0,0,0
46.300000000000004,0.7716666666666667,0,0.0,0,0
46.400000000000006,0.7733333333333334,0,0.0,0,0
46.5,0.775,0,0.0,0,0
46.6,0.7766666666666667,0,0.0,0,0
46.7,0.7783333333333334,0,0.0,0,0
46.800000000000004,0.78,0,0.0,0,0
46.900000000000006,0.7816666666666667,0,0.0,0,0
47.0,0.7833333333333333,0,0.0,0,0
47.1,0.785,0,0.0,0,0
47.2,0.7866666666666667,0,0.0,0,0
47.300000000000004,0.7883333333333334,0,0.0,0,0
47.400000000000006,0.7900000000000001,0,0.0,0,0
47.5,0.7916666666666666,0,0.0,0,0
47.6,0.7933333333333333,0,0.0,0,0
47.7,0.795,0,0.0,0,0
47.800000000000004,0.7966666666666667,0,0.0,0,0
47.900000000000006,0.7983333333333335,0,0.0,0,0
48.0,0.8,0,0.0,0,0
48.1,0.8016666666666666,0,0.0,0,0
48.2,0.8033333333333333,0,0.0,0,0
48.300000000000004,0.805,0,0.0,0,0
48.400000000000006,0.8066666666666668,0,0.0,0,0
48.5,0.8083333333333333,0,0.0,0,0
48.6,0.81,0,0.0,0,0
48.7,0.8116666666666668,0,0.0,0,0
48.800000000000004,0.8133333333333334,0,0.0,0,0
48.900000000000006,0.8150000000000001,0,0.0,0,0
49.0,0.8166666666666667,0,0.0,0,0
49.1,0.8183333333333334,0,0.0,0,0
49.2,0.8200000000000001,0,0.0,0,0
49.300000000000004,0.8216666666666668,0,0.0,0,0
49.400000000000006,0.8233333333333335,0,0.0,0,0
49.5,0.825,0,0.0,0,0
49.6,0.8266666666666667,0,0.0,0,0
49.7,0.8283333333333334,0,0.0,0,0
49.800000000000004,0.8300000000000001,0,0.0,0,0
49.900000000000006,0.8316666666666668,0,0.0,0,0
50.0,0.8333333333333334,0,0.0,0,0
50.1,0.8350000000000001,0,0.0,0,0
50.2,0.8366666666666667,0,0.0,0,0
50.300000000000004,0.8383333333333334,0,0.0,0,0
50.400000000000006,0.8400000000000001,0,0.0,0,0
50.5,0.8416666666666667,0,0.0,0,0
50.6,0.8433333333333334,0,0.0,0,0
50.7,0.8450000000000001,0,0.0,0,0
50.800000000000004,0.8466666666666668,0,0.0,0,0
50.900000000000006,0.8483333333333334,0,0.0,0,0
51.0,0.85,0,0.0,0,0
51.1,0.8516666666666667,0,0.0,0,0
51.2,0.8533333333333334,0,0.0,0,0
51.300000000000004,0.8550000000000001,0,0.0,0,0
51.400000000000006,0.8566666666666668,0,0.0,0,0
51.5,0.8583333333333333,0,0.0,0,0
51.6,0.86,0,0.0,0,0
51.7,0.8616666666666667,0,0.0,0,0
51.800000000000004,0.8633333333333334,0,0.0,0,0
51.900000000000006,0.8650000000000001,0,0.0,0,0
52.0,0.8666666666666667,0,0.0,0,0
52.1,0.8683333333333334,0,0.0,0,0
52.2,0.87,0,0.0,0,0
52.300000000000004,0.8716666666666667,0,0.0,0,0
52.400000000000006,0.8733333333333334,0,0.0,0,0
52.5,0.875,0,0.0,0,0
52.6,0.8766666666666667,0,0.0,0,0
52.7,0.8783333333333334,0,0.0,0,0
52.800000000000004,0.8800000000000001,0,0.0,0,0
52.900000000000006,0.8816666666666667,0,0.0,0,0
53.0,0.8833333333333333,0,0.0,0,0
53.1,0.885,0,0.0,0,0
53.2,0.8866666666666667,0,0.0,0,0
53.300000000000004,0.8883333333333334,0,0.0,0,0
53.400000000000006,0.8900000000000001,0,0.0,0,0
53.5,0.8916666666666667,0,0.0,0,0
53.6,0.8933333333333333,0,0.0,0,0
53.7,0.895,0,0.0,0,0
53.800000000000004,0.8966666666666667,0,0.0,0,0
53.900000000000006,0.8983333333333334,0,0.0,0,0
54.0,0.9,0,0.0,0,0
54.1,0.9016666666666667,0,0.0,0,0
54.2,0.9033333333333334,0,0.0,0,0
54.300000000000004,0.905,0,0.0,0,0
54.400000000000006,0.9066666666666667,0,0.0,0,0
54.5,0.9083333333333333,0,0.0,0,0
54.6,0.91,0,0.0,0,0
54.7,0.9116666666666667,0,0.0,0,0
54.800000000000004,0.9133333333333334,0,0.0,0,0
54.900000000000006,0.9150000000000001,0,0.0,0,0
55.0,0.9166666666666666,0,0.0,0,0
55.1,0.9183333333333333,0,0.0,0,0
55.2,0.92,0,0.0,0,0
55.300000000000004,0.9216666666666667,0,0.0,0,0
55.400000000000006,0.9233333333333335,0,0.0,0,0
55.5,0.925,0,0.0,0,0
55.6,0.9266666666666666,0,0.0,0,0
55.7,0.9283333333333333,0,0.0,0,0
55.800000000000004,0.93,0,0.0,0,0
55.900000000000006,0.9316666666666668,0,0.0,0,0
56.0,0.9333333333333333,0,0.0,0,0
56.1,0.935,0,0.0,0,0
56.2,0.9366666666666668,0,0.0,0,0
56.300000000000004,0.9383333333333334,0,0.0,0,0
56.400000000000006,0.9400000000000001,0,0.0,0,0
56.5,0.9416666666666667,0,0.0,0,0
56.6,0.9433333333333334,0,0.0,0,0
56.7,0.9450000000000001,0,0.0,0,0
56.800000000000004,0.9466666666666668,0,0.0,0,0
56.900000000000006,0.9483333333333335,0,0.0,0,0
57.0,0.95,0,0.0,0,0
57.1,0.9516666666666667,0,0.0,0,0
57.2,0.9533333333333334,0,0.0,0,0
57.300000000000004,0.9550000000000001,0,0.0,0,0
57.400000000000006,0.9566666666666668,0,0.0,0,0
57.5,0.9583333333333334,0,0.0,0,0
57.6,0.9600000000000001,0,0.0,0,0
57.7,0.9616666666666667,0,0.0,0,0
57.800000000000004,0.9633333333333334,0,0.0,0,0
57.900000000000006,0.9650000000000001,0,0.0,0,0
58.0,0.9666666666666667,0,0.0,0,0
58.1,0.9683333333333334,0,0.0,0,0
58.2,0.9700000000000001,0,0.0,0,0
58.300000000000004,0.9716666666666668,0,0.0,0,0
58.400000000000006,0.9733333333333334,0,0.0,0,0
58.5,0.975,0,0.0,0,0
58.6,0.9766666666666667,0,0.0,0,0
58.7,0.9783333333333334,0,0.0,0,0
58.800000000000004,0.9800000000000001,0,0.0,0,0
58.900000000000006,0.9816666666666668,0,0.0,0,0
59.0,0.9833333333333333,0,0.0,0,0
59.1,0.985,0,0.0,0,0
59.2,0.9866666666666667,0,0.0,0,0
